name|code|group1|group1_name|group2|group2_name|rate|gubun|flag|open|high|low|close|volume|dealprice 
CJ제일제당|KR7097950000|005|음식료품|||0|3|4|222500|224000|218000|219500|87485|19303917500 
오리온|KR7001800002|005|음식료품|||-2.13|2|3|353500|353500|343000|345000|38547|13337423500 
진로|KR7000080002|005|음식료품|||-2.39|2|3|39600|39650|38600|38850|89904|3518194950 
대상|KR7001680008|005|음식료품|||-3.18|2|3|8510|8510|8210|8230|345346|2880122880 
롯데칠성|KR7005300009|005|음식료품|||0.51|1|5|782000|791000|782000|787000|2835|2236681000 
삼양사|KR7000070003|005|음식료품|||-3.5|2|3|57300|57500|55200|55200|29060|1623921900 
하이트맥주|KR7103150009|005|음식료품|||0.35|1|5|141500|143500|141000|142500|8977|1278569500 
CJ씨푸드|KR7011150000|005|음식료품|||-3.11|2|3|2600|2615|2490|2495|476887|1218228930 
삼양식품|KR7003230000|005|음식료품|||-0.3|2|3|16550|16700|16200|16650|39020|640323500 
빙그레|KR7005180005|005|음식료품|||0.21|1|5|47200|47600|47150|47500|13201|626083000 
동아원|KR7008040008|005|음식료품|||1.51|1|5|4620|4745|4580|4700|114952|534392550 
마니커|KR7027740000|005|음식료품|||0|3|4|1030|1040|1020|1025|512875|526749885 
농심|KR7004370003|005|음식료품|||0.67|1|5|225500|227000|225000|227000|2173|491148500 
남양유업|KR7003920006|005|음식료품|||1|1|5|505000|505000|501000|505000|954|478529000 
오뚜기|KR7007310006|005|음식료품|||1.68|1|5|149000|151000|148000|151000|3124|467939000 
무학|KR7033920000|005|음식료품|||-1.13|2|3|5310|5360|5200|5260|76800|403999300 
대한제분|KR7001130004|005|음식료품|||0.34|1|5|148000|148000|145000|145500|2721|397170000 
롯데제과|KR7004990008|005|음식료품|||-0.53|2|3|1323000|1336000|1318000|1326000|291|385043000 
크라운제과|KR7005740006|005|음식료품|||1.33|1|5|113000|115500|111000|114000|2910|327255000 
대한제당|KR7001790005|005|음식료품|||0|3|4|37400|37900|37400|37600|7966|300292600 
롯데삼강|KR7002270007|005|음식료품|||-0.35|2|3|283500|287500|283000|285000|817|232956000 
CJ씨푸드1우|KR7011151008|005|음식료품|||-1.49|2|3|16750|17000|16350|16500|11523|191745500 
우성사료|KR7006980007|005|음식료품|||-2.23|2|3|1810|1810|1745|1755|107350|189718800 
한성기업|KR7003680006|005|음식료품|||1.6|1|5|15500|15900|15150|15900|10918|169795200 
팜스코|KR7036580009|005|음식료품|||-2.22|2|3|2250|2260|2200|2205|53517|118770850 
삼양제넥스|KR7003940004|005|음식료품|||-0.31|2|3|65200|65600|64700|65000|1796|116940100 
사조해표|KR7079660007|005|음식료품|||0.9|1|5|11100|11200|10950|11200|9970|110429000 
사조대림|KR7003960002|005|음식료품|||-1.03|2|3|19200|19350|19100|19300|5630|108306500 
대상3우B|KR7001683002|005|음식료품|||-4.52|2|3|6190|6900|5880|5920|15425|96060600 
조흥|KR7002600005|005|음식료품|||0.89|1|5|55600|57900|55600|56900|1687|96058700 
서울식품|KR7004410007|005|음식료품|||-0.26|2|3|1935|1935|1880|1890|48371|91520340 
보해양조|KR7000890004|005|음식료품|||0|3|4|18500|18800|18300|18500|4330|79721500 
동원F&B|KR7049770001|005|음식료품|||-0.2|2|3|49600|50100|49600|50000|1538|76901050 
CJ제일제당 우|KR7097951008|005|음식료품|||-0.14|2|3|69700|70500|69700|70000|605|42386700 
선진|KR7014300008|005|음식료품|||-0.26|2|3|38000|38000|37800|37900|1060|40207500 
서울식품우|KR7004411005|005|음식료품|||2.44|1|5|6570|6860|6480|6730|4710|31255300 
삼립식품|KR7005610001|005|음식료품|||0|3|4|9480|9550|9330|9480|3161|29638780 
고려산업|KR7002140002|005|음식료품|||-1.01|2|3|3440|3470|3415|3415|7560|25953550 
크라운제우|KR7005741004|005|음식료품|||0|3|4|38000|38000|36700|38000|420|15704000 
롯데칠성우|KR7005301007|005|음식료품|||0|3|4|315500|315500|315500|315500|30|9465000 
MH에탄올|KR7023150006|005|음식료품|||-1.74|2|3|4080|4090|3960|3960|1810|7270600 
대한제당3우B|KR7001793009|005|음식료품|||-0.18|2|3|27850|28600|27650|27850|207|5802950 
대상2우B|KR7001682004|005|음식료품|||0.26|1|5|7650|7670|7650|7670|680|5203400 
대한제당우|KR7001791003|005|음식료품|||0.56|1|5|17950|18000|17950|18000|60|1079500 
팜스코우B|KR7036581007|005|음식료품|||11.17|1|7|1845|2140|1845|2140|450|865350 
삼양사우|KR7000071001|005|음식료품|||-2.37|2|3|24800|24800|24750|24750|30|743000 
보해양조우|KR7000891002|005|음식료품|||0.25|1|5|203500|203500|201500|201500|3|607000 
사조대림우|KR7003961000|005|음식료품|||0.58|1|5|86500|87000|86500|87000|5|434500 
샘표식품|KR7007540008|005|음식료품|||0|3|4|18500|18500|18450|18450|20|369500 
남양유업우|KR7003921004|005|음식료품|||-0.42|2|3|237000|237000|237000|237000|1|237000 
대상우|KR7001681006|005|음식료품|||0.76|1|5|3330|3330|3325|3325|60|199550 
한섬|KR7020000006|006|섬유의복|||-0.59|2|3|17200|18900|16700|16800|2643773|46743403500 
에프씨비투웰브|KR7005690003|006|섬유의복|||-7.57|2|2|53500|53900|50000|51300|98848|5145680200 
웅진케미칼|KR7008000002|006|섬유의복|||0.39|1|5|1280|1295|1265|1285|2465394|3156001585 
베이직하우스|KR7084870005|006|섬유의복|||1.37|1|5|14500|14950|14050|14800|209469|3064788500 
LG패션|KR7093050003|006|섬유의복|||-1.32|2|3|30100|30400|29600|30000|93755|2817022800 
쌍방울트라이|KR7102280005|006|섬유의복|||-1.82|2|3|1120|1125|1055|1080|1706111|1848550810 
대한방직|KR7001070002|006|섬유의복|||-3.53|2|3|34400|34900|32350|32750|31908|1067609500 
일경|KR7008540007|006|섬유의복|||11.11|4|7|90|100|90|100|7720424|752064900 
신원우|KR7009271008|006|섬유의복|||14.75|4|7|12200|14000|11800|14000|45870|627489000 
대현|KR7016090003|006|섬유의복|||0.49|1|5|1030|1030|1005|1020|480650|489198200 
VGX인터|KR7011000007|006|섬유의복|||-2.99|2|3|1670|1680|1600|1620|230540|375005500 
경방|KR7000050005|006|섬유의복|||-0.41|2|3|117500|122500|117500|120500|2078|249319000 
동일방직|KR7001530005|006|섬유의복|||0|3|4|63300|63300|62100|62400|2293|143127900 
태평양물산|KR7007980006|006|섬유의복|||1.95|1|5|12750|13500|12750|13100|9640|125622500 
일신방직|KR7003200003|006|섬유의복|||0.57|1|5|87100|87900|86800|87600|1403|122440000 
방림|KR7003610003|006|섬유의복|||0|3|4|12350|12500|12300|12350|9761|120862850 
신원|KR7009270000|006|섬유의복|||-0.34|2|3|1465|1465|1445|1450|82765|120270025 
성안|KR7011300001|006|섬유의복|||1.22|1|5|415|420|405|415|274810|113398200 
한세실업|KR7105630008|006|섬유의복|||0.71|1|5|7070|7150|7060|7120|12056|85337280 
에리트베이직|KR7093240000|006|섬유의복|||1.22|1|5|2480|2500|2415|2495|22606|55825740 
일정실업|KR7008500001|006|섬유의복|||-0.39|2|3|12850|12850|12700|12800|3870|49296500 
아비스타|KR7090370008|006|섬유의복|||-1.24|2|3|4015|4015|3900|3970|10480|41293900 
신영와코루|KR7005800008|006|섬유의복|||-0.65|2|3|92800|93000|92200|92400|394|36502200 
BYC|KR7001460005|006|섬유의복|||0.76|1|5|131500|132000|130500|132000|277|36367000 
F&F|KR7007700008|006|섬유의복|||1.11|1|5|4135|4135|4050|4115|8080|33103950 
인디에프|KR7014990006|006|섬유의복|||-0.43|2|3|1180|1180|1155|1170|26794|31161630 
캠브리지코오롱|KR7004620001|006|섬유의복|||0.91|1|5|10900|11100|10900|11100|1458|16020100 
SG충남방적|KR7001380005|006|섬유의복|||-0.28|2|3|1800|1830|1725|1775|7070|12490050 
원림|KR7005820006|006|섬유의복|||0.9|1|5|11250|11250|10900|11150|630|6909500 
진도|KR7088790001|006|섬유의복|||0|3|4|2180|2235|2180|2230|1360|2970700 
BYC우|KR7001461003|006|섬유의복|||0|3|4|63500|63600|63500|63600|33|2097000 
남영비비안|KR7002070001|006|섬유의복|||1.09|1|5|8250|8390|8190|8340|222|1841080 
전방|KR7000950006|006|섬유의복|||0.4|1|5|38100|38100|38100|38100|10|381000 
한솔제지|KR7004150009|007|종이목재|||-0.36|2|3|14050|14300|13750|13850|492020|6871489950 
한솔홈데코|KR7025750001|007|종이목재|||-3.31|2|3|1505|1510|1460|1460|3236065|4817929150 
무림P&P|KR7009580002|007|종이목재|||-2.31|2|3|7390|7430|7170|7190|78724|575115460 
